S.No.,State,Blood Center,Address,District,Category,Phone,Email,Action
3906,Rajasthan,District Hospital Sawaimadhopur,"General Hospital, Sawaimadhopur, Sawaimadhopur, Dist. Sawai Madhopur",Sawai Madhopur,Govt.,8058141787,bloodbankswm@gmail.com,StockCamps
3907,Rajasthan,District Hospital Sri Ganganagar,"Government Hospital, Sriganganagar, SuratGarh Road , Sriganganagar, Dist. Ganganagar",Ganganagar,Govt.,7597381194,pmobloodbanksgnr@gmail.com,StockCamps
3908,Rajasthan,District Nahata Govt. Hospital Balotra,"Balotra, Barmer,Rajasthan, DISTRICT GOVERMENT HOSPITAL, balotra, Dist. Balotara",Balotara,Govt.,7014537393,pmo.gnh12@gmail.com,StockCamps
3909,Rajasthan,Dr. Rampal Blood Centre,"Basement K.K. Residency, opp. 6/376, Heerapura Chitrakoot, , vaishalinaagar,Jaipur, Jaipur, Dist. Jaipur",Jaipur,Charitable/Vol,9782462480,bloodbankdrrampal@gmail.com,StockCamps
3910,Rajasthan,Dr. S.S. Tantia Medical College Hospital And Research Center,"Tantia University Near RIICO Bus Stand Hanumangarh Road,, Sriganganagar, Dist. Ganganagar",Ganganagar,Private,9414088635,jansewabloodbank@gmail.com,StockCamps
3911,Rajasthan,Dusad Blood Bank,"Plot No 50-51 Krishna Vihar Colony Near Daulat Shah Baba ki Dargah Jaipur Road Chomu, CHOMU, Dist. Jaipur",Jaipur,Charitable/Vol,9928580067,dusadbloodbank@gmail.com,StockCamps
3912,Rajasthan,Eternal Heart Care Centre And Research Institute Pvt Ltd,"Mezzanine Floor, Jagatpura Road, Near Jawahar Circle, Jaipur, jaipur, Dist. Jaipur",Jaipur,Private,-,drneha.gupta@eternalheart.org,StockCamps
3913,Rajasthan,Fortis Hospital Ltd.,"J.L.N MARG MALVIYA NAGAR, JAIPUR, Jaipur, Dist. Jaipur",Jaipur,Private,9414075108,HIMANSHU.SHARMA@FORTISHEALTHCARE.COM,StockCamps
3914,Rajasthan,Geetanjali Institute Of Medical Sciences Blood Bank,"Khasra No 1980,Bhankrota,Jat Colony,Jaipur,Rajasthan, jaipur, Dist. Jaipur",Jaipur,Charitable/Vol,8690444616,gims.bloodcentre@geetanajliuni.com,StockCamps
3915,Rajasthan,Geetanjali Medical College And Hospital,"Hiranmagri Extension, Manwakhera, NH-8 Bypass, Near Eklingpura Chouraha, gmch , Udaipur, Dist. Udaipur",Udaipur,Private,7988279295,bloodbank@geetanjaliuniversity.com,StockCamps
3916,Rajasthan,General Hospital Alwar,"General Hospital, Alwar, Alwar, Dist. Alwar",Alwar,Govt.,9667088182,pmo_alw@rediffmail.com,StockCamps
3917,Rajasthan,General Hospital Blood Centre Jalore,"Goverment hospital jalore, Oppo dm house jalore, Jalore, Dist. Jalor",Jalor,Govt.,8278645334,Bloodbankjalore@gmail.com,StockCamps
3918,Rajasthan,General Hospital Bundi,"General Hospital, Bundi, Bundi, Dist. Bundi",Bundi,Govt.,9587829869,govtbloodbankbundi@gmail.com,StockCamps
3919,Rajasthan,General Hospital Sirohi,"General Hospital, PALACE ROAD SIROHI, Sirohi, Dist. Sirohi",Sirohi,Govt.,9509494336,bloodbanksirohi@gmail.com,StockCamps
3920,Rajasthan,Getwell Hospital Blood Centre (A Unit Of Getwell Health And Education Samiti),"Opp.- S.K. School Sikar Rajasthan, Sikar, Dist. Sikar",Sikar,Charitable/Vol,9414214011,getwellhospitalsika@gmail.com,StockCamps
3921,Rajasthan,Government Mahila Chikitsalaya,"1st Floor, Room No. 101 Blood Centre, Matru Evam Shishu Swasthaya Bhawan,Mahila Chikitsalaya, Sanganeri Gate Jaipur, Jaipur, Dist. Jaipur",Jaipur,Govt.,1412600242,bbmcsgjpr@gmail.com,StockCamps
3922,Rajasthan,Government S. K. Hospital Blood Centre Sikar,"Government S.K. Hospital, Sikar, S. K. Hospital Silver Jubli Road, Sikar, Dist. Sikar",Sikar,Govt.,8432207373,bloodbankskhsikar@gmail.com,StockCamps
3923,Rajasthan,Govt. Ajeet Hospital Khetri Bsu,"Khetri, Dist. Jhunjhunun",Jhunjhunun,Govt.,-,-,StockCamps
3924,Rajasthan,Govt Amrit Kaur Hosp Beawar,"Champa Nagar, Beawar, , Beawar, Dist. Ajmer",Ajmer,Govt.,1462257222,pmoakh@rediff.com,StockCamps
3925,Rajasthan,Govt. Bangar District Hospital Didwana Nagaur,"GOVT BANGAR DISTT. HOSPITAL DIDWANA NAGAUR, Didwana, Dist. Didwana-Kuchaman",Didwana-Kuchaman,Govt.,9636606230,,StockCamps
3926,Rajasthan,Govt Bangur Hospital Pali,"Govt. Bangur Hospital Campus, Pali, Dist. Pali",Pali,Govt.,8619337593,Bloodbank.pali@gmail.com,StockCamps
3927,Rajasthan,Govt Bdm Sat Hosp Kotputli,"Govt BDM hospital Kotputli N.N 48, Kotputli, Dist. Jaipur",Jaipur,Govt.,9116534500,bloodbankkotputli@gmail.com,StockCamps
3928,Rajasthan,"Govt D.B. Hospital,Associated With Pdu Medical College Churu","Govt D.B. Hospital,Associated with PDU Medical college Churu, Churu, Dist. Churu",Churu,Govt.,9460626301,bloodbankchuru@gmail.com,StockCamps
3929,Rajasthan,Govt General Hospital Karauli,"General Hospital, Karauli, Karauli, Dist. Karauli",Karauli,Govt.,7464220105,pmokarauli@gmail.com,StockCamps
3930,Rajasthan,Govt General Hospital Nasirabad,"GOVT GENERAL HOSPITAL NASIRABAD, 305601, NASIRABAD, Dist. Ajmer",Ajmer,Govt.,8107159918,lobnasirabad@gmail.com,StockCamps
3931,Rajasthan,Govt General Hospital Nawal Garh,"NAWAL GARH, NAWAL GARH, Dist. Jhunjhunun",Jhunjhunun,Govt.,9829555057,pmo.nwh.jhu@rajasthan.gov.in,StockCamps
3932,Rajasthan,Govt Gen Hosp Ratangarh Churu,"General Hospital, Ratangarh, Ratangarh, Dist. Churu",Churu,Govt.,6375950586,bloodbank.rtgh@gmail.com,StockCamps
3933,Rajasthan,Govt Hospital Barmer,"Govt Hospital Barmer, Near Bus Stand, Barmer, Dist. Barmer",Barmer,Govt.,9413183932,bbbarmer@gmail.com,StockCamps
3934,Rajasthan,Govt Hospital Kekri,"govt.hospitaL KEKRI, g.h. hospitaL KEKRI, Kekri, Dist. Ajmer",Ajmer,Govt.,9610783321,govtbloodbankkekri@gmail.com,StockCamps
3935,Rajasthan,Govt. Hospital Phalodi Jodhpur,"District hospital , District PHALODI , Phalodi, Dist. Phalodi",Phalodi,Govt.,7737631154,bloodbank.ghphalodi@gmail.com,StockCamps
3936,Rajasthan,Govt. Hospital Sojat City Pali,"Sojat City, Pali, Dist. Pali",Pali,Govt.,9414405132,Bloodbankpmosojat@gmail.com,StockCamps
3937,Rajasthan,Govt. Medical College And Ag Hospitals Nayapura Kota,"MBS Hospital Campus Railway Station Road, Nayapura, Kota, Dist. Kota",Kota,Govt.,9950635847,Mbsbloodbank@gmail.com,StockCamps
3938,Rajasthan,"Govt. Mother And Child Welfare Center, Janana Hospital, Salasar Road, Sikar","-, Sikar, Dist. Sikar",Sikar,Govt.,9414372328,mchsikar2017@gmail.com,StockCamps
3939,Rajasthan,Govt Rdbp Jaipuria Hospital,"Milap Nagar Jaipur, Jaipur, Dist. Jaipur",Jaipur,Govt.,9414400283,bloodbankjaipuria@gmail.com,StockCamps
3940,Rajasthan,"Govt.Satelite Hospital, Shahpura","Blood storage Center,SDH SHAHPURA, SHAHPURA, Dist. Jaipur",Jaipur,Govt.,9079711425,sdh.shahpurajaipur@gmail.com,StockCamps
3941,Rajasthan,Govt Y.N.(Yagy Naryan) Hospital Kishangarh Ajmer,"Kishangarh, Kishangarh, Dist. Ajmer",Ajmer,Govt.,8502047669,bloodbankynh@gmail.com,StockCamps
3942,Rajasthan,Gurukripa Blood Centre Sikar,"Gurukripa hospitals Research Centre Pvt. Ltd. 4th floor, Jyoti Nagar, Piprali Road, , Sikar, Dist. Sikar",Sikar,Private,9460294548,gurukripahospital@gmail.com,StockCamps
3943,Rajasthan,Gurukul Blood Bank,"236, Kali Das Marg, Near Space Cinema, Sindhi Colony, Bani Park, Jaipur, Dist. Jaipur",Jaipur,Charitable/Vol,9358840393,gurukul@gmail.com,StockCamps
3944,Rajasthan,Haribaksh Kanwatia Hospital,"Frish Floor , Shastri Nagar, Jaipur, Jaipur, Dist. Jaipur",Jaipur,Govt.,8619103878,bloodbankkanwatiya@gmail.com,StockCamps
3945,Rajasthan,Hbs Trust Hospital And Medical Research Center Blood Center,"Kalapurnam General Hospital, Village -Khichan, Teh-Phalodi, Dist-Jodhpur, Phalodi, Dist. Phalodi",Phalodi,Charitable/Vol,7568650528,hbstrustjodhpur@gmail.com,StockCamps
3946,Rajasthan,Hida Royal Blood Centre,"Hida Royal Blood Centre, Plot No. 760,761,728,729, Mahatma Gandhi Dastkar, Nagar, Nayla, Jaipur, Dist. Jaipur",Jaipur,Charitable/Vol,9660068562,hidaroyalbloodcentre@gmail.com,StockCamps
3947,Rajasthan,Indra Charitable Blood Center,"FIRST FLOOR INDERA TRUST AND HOSPITAL , PANCHAYAT SIMIT ROAD RAISINGH NAGAR GANGANAGAR , RAISINGH NAGAR, Dist. Ganganagar",Ganganagar,Charitable/Vol,8875888919,indrabloodcenter0019@gmail.com,StockCamps
3948,Rajasthan,Ism Blood Centre,"ISM Blood Centre,Jaipur, Cks Hospital, Cks Hospital, F-98-A,Road no 06,VKI Area,Jaipur,Rajasthan, JAIPUR, Dist. Jaipur",Jaipur,Private,8619570352,ismbloodcentre@gmail.com,StockCamps
3949,Rajasthan,Jai Durga Blood Centre,"2nd Floor,43 A,Scheme No.08,D.K. Nagar,Jhotwara Jaipur, Jaipur, Dist. Jaipur",Jaipur,Charitable/Vol,7878256023,jaidurgabloodcentre2023@gmail.com,StockCamps
3950,Rajasthan,Jain Hospital Blood Centre,"SHRI K.M. MEMORIAL JAIN HEART AND GENERAL HOSPITAL,Station Road, Sikar, Dist. Sikar",Sikar,Charitable/Vol,7665750999,jainhospitalbloodcentre@yahoo.com,StockCamps
3951,Rajasthan,Jaipur Blood Centre,"ungta Hospital campus malviya nagar jaipur, Jaipur, Dist. Jaipur",Jaipur,Private,8003068333,Jaipurbloodbank@rungtahospital.com,StockCamps
3952,Rajasthan,Janhit Blood Centre,"Janhit Blood Centre,Shop No.17 end 18,Gopi Tower,, Thrid Floor,Tagore Nagar,Yojna,Ajmer Road,Jaipur., Jaipur, Dist. Jaipur",Jaipur,Charitable/Vol,8003666516,janhitbloodcentre@gmail.com,StockCamps
3953,Rajasthan,Jan Kalyan Blood Centre,"Basement Of plot No. 323 Dhruv Marg Gurunanak Pura , Rajapark Jaipur, Jaipur, Dist. Jaipur",Jaipur,Charitable/Vol,9785132222,jkbloodcentre@gmail.com,StockCamps
3954,Rajasthan,Jan Sewa Blood Centre,"First Floor Khasra No 178, Infront of Income Tax Colony Shiv Bari Circle Bikaner Rajsthan, Bikaner, Dist. Bikaner",Bikaner,Charitable/Vol,9664171868,jansewabloodcentre@gmail.com,StockCamps
3955,Rajasthan,Janta Blood Centre,"Plot no.6,7 Basement Floor,shree Shyam Tower, Vidhyagram Road,Radha Swami Bag,Chomu,Jaipur, Jaipur, Dist. Jaipur",Jaipur,Charitable/Vol,9928233157,jantabloodcentre@gmail.com,StockCamps
3956,Rajasthan,Jeevan Data Blood Centre,"Ground and Basement Floors Plot No.1Khasra No.37 AMAI NH-8,Kotputali,Jaipur, kotputali, Dist. Jaipur",Jaipur,Charitable/Vol,9680709812,jeevandatabloodcentre@gmail.com,StockCamps
3957,Rajasthan,Jeevandhara Blood Bank,"Plot No. A-16-17, Yojana Ashok Vihar, Alwar (Rajasthan), Alwar (Rajasthan), Alwar, Dist. Alwar",Alwar,Charitable/Vol,9785888369,jeevandharabloodbank@gmail.com,StockCamps
3958,Rajasthan,Jeevan Dhara Blood Center,"OPP.GOVT.DISTRICT HOSPITAL, HOSPITAL ROAD BARAN, BARAN, Dist. Baran",Baran,Private,9829237332,Jeevandharablood@gmail.Com,StockCamps
3959,Rajasthan,Jeevan Jyoti Blood Centre,"KHASRA NO.1950/1,1ST FLOOR,NEAR NAV DURGA MANDIR,JAIPUR ROAD, , Chomu, Dist. Jaipur",Jaipur,Charitable/Vol,9414956868,jeevanjyoti781@gmail.com,StockCamps
3960,Rajasthan,Jeevan Jyoti Blood Centre,"1st Floor, Kothari Medical & Research Institute, Gajner Road, , Bikaner, Dist. Bikaner",Bikaner,Private,8104100600,bloodbankjeewanjyoti@gmail.com,StockCamps
3961,Rajasthan,"Jeevan Raksha Blood Centre, Jhunjhunun","Plot No. B-119, Subash Marag, Indira Nagar, Jhunjhunu, Jhunjhunun, Dist. Jhunjhunun",Jhunjhunun,Private,9610734606,jeevanrakshabloodcentre@gmail.com,StockCamps
3962,Rajasthan,Jeevan Rekha Blood Centre,"Basement and Ground Flor plot No 4,5,6,7,8,9,Nera Khoja GateCircle, Chhatarpura Road Bundi, BUNDI, Dist. Bundi",Bundi,Charitable/Vol,9829237372,jeevanrekhablood@gmail.com,StockCamps
3963,Rajasthan,Jeevan Rekha Hospital And Research Centre,"Jeevan Rekha Hospital and Research Centre, Ward no 8, Near Khetari mode, Neem ka thana, Dist. Sikar",Sikar,Private,9950516468,jeevanrekhabloodcentre@gmail.com,StockCamps
3964,Rajasthan,Jeewan Raksha Blood Centre Dausa,"1St Floor, Guru Colony, Near Pannu Petrol Pump, Jaipur Road, DAUSA, Dausa, Dist. Dausa",Dausa,Charitable/Vol,7611911821,Jrbloodcentre@gmail.com,StockCamps
3965,Rajasthan,Jhalawar Medical College Hospital,"N.H.-52, Kota Road , Near dwarika Hotel, Jhalawar Rajasthan, Kalyan Medica ke samne,srg Hospital jhalawar, Jhalawar, Dist. Jhalawar",Jhalawar,Govt.,7737295268,Srgbloodbankjhalawar@gmail.com,StockCamps
3966,Rajasthan,Jiet Medical College And Hospital Blood Centeer,"JIET UNIVERSITY CAMPUS NH-62 VILLAGE MOGRA, PALI ROAD, JODHPUR, Dist. Jodhpur",Jodhpur,Private,9251998512,bloodbank.jmch@jietjodhpur.ac.in,StockCamps
3967,Rajasthan,Jindal Super Specialty Hospital,"SP Mukharjee Nagar, Bharatpur, Bharatpur, Dist. Bharatpur",Bharatpur,Private,9414787522,bbjssh01@gmail.com,StockCamps
3968,Rajasthan,Jln Govt Hospital Nagaur,"BIKANER ROAD, Government Hospital, Nagaur, Nagaur, Dist. Nagaur",Nagaur,Govt.,9414463645,drsunita1970@gmail.com,StockCamps
3969,Rajasthan,Jln Hospital Ajmer,"Muslim Mochi Mohalla, Ajmer, Near Patel Stadium, Hospital Road, Ajmer, Dist. Ajmer",Ajmer,Govt.,9460551574,jlnbloodbank@gmail.com,StockCamps
3970,Rajasthan,Jnu Blood Centre Jaipur,"Jagatpura Jaipur Rajasthan, Agra jaipur road near new RTO office, , Jaipur, Dist. Jaipur",Jaipur,Private,9773367134,bloodbank@jnujaipur.ac.in,StockCamps
3971,Rajasthan,Keshav Blood Centre,"Shop No. 8,9,8A,9A, Patel Nagar, Bank of Baroda Building, Ist Floor Main Road, Deoli, Tonk, Rajasthan, Deoli, Dist. Tonk",Tonk,Charitable/Vol,9983585331,keshavbloodcentre@gmail.com,StockCamps
3972,Rajasthan,Kotri Shyam Blood Centre,"8-L-13, Second and Third Floor, R C Vyas Colony, Bhilwara, Dist. Bhilwara",Bhilwara,Charitable/Vol,7300022060,kotrishyambloodcentre@gmail.com,StockCamps
3973,Rajasthan,Krishna Rotary Blood Centre,"1-A-12, SFS, Talwandi, , Kota, Dist. Kota",Kota,Charitable/Vol,9829237372,drsaurabhguptakota@gmail.com,StockCamps
3974,Rajasthan,Lalsot Blood Centre,"2nd 3rd Floor, Ramalaya Bhawan, Gangapur road, Lalsot, Lalsot, Dist. Dausa",Dausa,Charitable/Vol,9460987080,lalsotbloodcetre@gmail.com,StockCamps
3975,Rajasthan,Life Line Blood Centre,"PLOT NO. 03, FIRST FLOOR,TAJ COMPLEX, SUGAN SINGH CIRCLE, WARD NO. 13, SAINIK BASTI, BIKANER ROAD NAGAUR (RAJ.), Nagaur, Dist. Nagaur",Nagaur,Charitable/Vol,9672994716,,StockCamps
3976,Rajasthan,Life Line Blood Centre,"1st Floor, Bombay Hospital Campus, Town Road, , Hanumangarh, Dist. Hanumangarh",Hanumangarh,Private,9660600606,bloodbanklifeline@gmail.com,StockCamps
3977,Rajasthan,Life Suraksha Blood Centre,"S.L Hospital Campus, near RTO Office, Dhariyawad Road, Pratapgarh, Rajasthan, PRATAPGARH, Dist. Pratapgarh",Pratapgarh,Private,7023104070,lifesurakshabloodcenter@gmail.com,StockCamps
3978,Rajasthan,Lion Charitable Trust,"Near Kanoj, Balika School, Ramgarhia, Dharamshala Road, Suja, SUJANGARH, Dist. Churu",Churu,Charitable/Vol,9897716321,lctbloodbanksujangarh@gmail.com,StockCamps
3979,Rajasthan,Lohagarh Blood Centre,"Basement Of C-11 Indir Colony Heeradaspura Cireullar Road Bharatpur, Bharatpur Rajasthan , Bharatpur, Dist. Bharatpur",Bharatpur,Charitable/Vol,9982361172,lohagarhbloodcenter1215@gmail.com,StockCamps
3980,Rajasthan,Lokmitra Blood Bank And Thalassemia Research Centre,"7,seth ji ki bari ,damani hotel ,post office ki gali,madhuban udaipur, Udaipur, Dist. Udaipur",Udaipur,Private,"9982660080, 9828340162",lokmitrabloodbank@gmail.com,StockCamps
3981,Rajasthan,Maharaja Surajmal Blood Centre,"GANESH NAGAR ANAH , BSMENT AND GROUND FLOOR KRISHNA TOWER CIRCULE ROAD BHARATPUR, BHARATPUR, Dist. Bharatpur",Bharatpur,Charitable/Vol,7014930057,maharajasurajmalbloodcentre@gmail.com,StockCamps
3982,Rajasthan,Maharana Bhupal Govt Hospital Blood Centre Udaipur,"Hospital Rd, City's Prime Health Care Area, Udaipur, Dist. Udaipur",Udaipur,Govt.,9414471024,bbmbghudr@gmail.com,StockCamps
3983,Rajasthan,Maitree Blood Centre,",SHOP NO 140 Bhinid LIC ,Suratgarh , Suratgarh, Dist. Ganganagar",Ganganagar,Charitable/Vol,9413388635,Maitreebloodbank@gmail.com,StockCamps
3984,Rajasthan,Mamta Blood Centre,"Khasra No 6502 Basement and Ground Floor Jaipur Chomu Road , Chomu Dist.Jaipur Rajasthan, Chomu, Dist. Jaipur",Jaipur,Charitable/Vol,9928913910,mamtabloodbank@gmail.com,StockCamps
3985,Rajasthan,Manav Seva Blood Centre,"05-A, Shankar Sadan, Adinath Marg, C-scheme, Jaipur, Jaipur, Dist. Jaipur",Jaipur,Charitable/Vol,9414478250,manavsevabloodcentre20@gmail.com,StockCamps
3986,Rajasthan,Manipal Hospital Jaipur,"Basement Manipal Hospital,Sector-5,Sikar Road,Vidhyadhar Nagar,, Jaipur, Dist. Jaipur",Jaipur,Private,9001096084,bloodbank.mhj@manipalhospitals.com,StockCamps
3987,Rajasthan,Marudhara Blood Bank Bhinmal,"inside Sarvoday Hospital, near Police Station, Bhinmal, Jalore, Bhinmal, Dist. Jalor",Jalor,Charitable/Vol,7014053978,marudharabloodcentrebhinmal@gmail.com,StockCamps
3988,Rajasthan,Marudhar Blood Centre,"A19, Singh Bhoomi Khatipura Road,Jaipur, Jaipur, Dist. Jaipur",Jaipur,Private,8905106018,marudharbloodcenterjaipur@gmail.com,StockCamps
3989,Rajasthan,"Mathura Das Mathur Hospital, Jodhpur","Main Road, Sector-C, Shastri Nagar, Jodhpur, Jodhpur, Dist. Jodhpur",Jodhpur,Govt.,2.43866E+13,supdt.mdmh.ju@gmail.com,StockCamps
3990,Rajasthan,"Medical Officer Incharge,Blood Storage Center, Rohilla Nursing Home Bsu","NA, Churu, Dist. Churu",Churu,Govt.,-,-,StockCamps
3991,Rajasthan,Medipulse Hospital Jodhpur,"Plot No- E-4, M.I.A. Basni, II nd phase, opp AIIMS Campus, Jodhpur, Dist. Jodhpur",Jodhpur,Private,9829006306,info@medipulse.in,StockCamps
3992,Rajasthan,Merta City Blood Center,"PLOT NO 36 VISWASH NAGAR MERTA CITY , NAGAUR RAJASTHAN, MERTA CITY NAGAUR, Dist. Nagaur",Nagaur,Charitable/Vol,9828652191,mertabloodbank@gmail.com,StockCamps
3993,Rajasthan,Metro Blood Bank (A Unit Of Hilsun Pharma Pvt. Ltd.),"Metro Manas Arogya Sadan Heart Care & Multispeciality Hospit, Jaipur, Dist. Jaipur",Jaipur,Private,1416661234,mas@metrohospitals.com,StockCamps
3994,Rajasthan,Metro City Blood Bank,"Man Road No 3 Jhunjhunu Rajasthan, Jhunjhunu, Dist. Jhunjhunun",Jhunjhunun,Private,7988089373,metrocity.bb@gmail.com,StockCamps
3995,Rajasthan,M G Hospital Banswara,"Rati Talai, Banswara, Banswara, Dist. Banswara",Banswara,Govt.,2962242483,-,StockCamps
3996,Rajasthan,Mg Hospital Jodhpur,"Jalori Bari Rd, Jaswant Sarai, Ratanada, Jodhpur, Dist. Jodhpur",Jodhpur,Govt.,2912636901,drrajshreebehra@gmail.com,StockCamps
3997,Rajasthan,Military Hospital Jaipur Blood Centre,"Military Hospital Jaipur , Blood Centre, Ram Mandir Road , Bani Park, Jaipur , Jaipur, Dist. Jaipur",Jaipur,Govt.,9799995092,msmhjpr@gmail.com,StockCamps
3998,Rajasthan,"Military Hospital, Nasirabad Blood Bank","Military Hospital, Nasirabad Blood bank, Nasirabad, Dist. Ajmer",Ajmer,Govt.,941028689,padmaramjunawa@yahoo.in,StockCamps
3999,Rajasthan,Mittal Hospital And Research Centre,"Pushkar Road, Ajmer, Ajmer, Dist. Ajmer",Ajmer,Private,8003393013,rajneesh@mittalhospital.com,StockCamps
4000,Rajasthan,"Moi Bsc Community Health Centre Chc, Govindgarh , Jaipur","BSC Community health Centre CHC, Govindgarh , Jaipur, Jaipur, Dist. Jaipur",Jaipur,Govt.,6376400323,chcgovindgarh@yahoo.in,StockCamps
4001,Rajasthan,Moic Chc Sheoganj Bsu,"-, Sheoganj, Dist. Sirohi",Sirohi,Govt.,"9829621477, 9413700252",-,StockCamps
4002,Rajasthan,Monalisa charitable Blood Centre,"1,2,3, floor ,ward no-21,holi chok,, nohar, dist. hanumangarh,rajasthan, nohar, Dist. Hanumangarh",Hanumangarh,Charitable/Vol,9587355505,monalisabloodbank@gmail.com,StockCamps
4003,Rajasthan,Monarch Blood Centre,"Khasra No.1639,Sector-4,Vivekanand Nagar,Alwar, Alwar, Dist. Alwar",Alwar,Charitable/Vol,9079841188,monarchbloodcentrealwar@gmail.com,StockCamps
4004,Rajasthan,Monarch Blood Centre,"Lower Ground Floor and Basment ABS Plaza Plot No 8 Chanakyapuri 1st Jagatpura Jaipur, Jaipur Rajasthan, Jaipur, Dist. Jaipur",Jaipur,Charitable/Vol,9610003256,monarchbloodbank3256@gmail.com,StockCamps
4005,Rajasthan,Monilek Hospital And Research Centre,"SECTOR-4 JAWAHAR NAGAR, JAIPUR, Jaipur, Dist. Jaipur",Jaipur,Charitable/Vol,8949379459,Monilek.bloodbank@gmail.com,StockCamps
4006,Rajasthan,"Mother And Child Care Centre, Old Hospital Nagaur","Blood Storage Centre, Mother and Child Care Centre, Old Hospital Nagaur (Rajasthan), NAGAUR, Dist. Nagaur",Nagaur,Govt.,7568393399,drpriyankachoudharyofficial@gamil.com,StockCamps
4007,Rajasthan,Mp Birla Hospital And Research Centre,"UDAIPUR ROAD, SENTHI, MP BIRLA HOSPITAL AND RESEARCH CENTRE, SENTHI, CHITTORGARH, Chittorgarh, Dist. Chittaurgarh",Chittaurgarh,Charitable/Vol,9530388881,admin@mpbirlahospitalchittor.com,StockCamps
4008,Rajasthan,M/S Esic Medical College And Hosplital Blood Bank,"M/s ESIC Medical College & Hosplital , Desula, MIA, Alwar 301030, Alwar, Dist. Alwar",Alwar,Govt.,9772411115,esicmedicalcollagealwar@gmail.com,StockCamps
4009,Rajasthan,M/S. Kshetrapal Multi Speciality And Research Centre Blood Centre,"Basement Plot No.2364,Sector -C, Panchsheel Nagar, Ajmer (Raj.), Ajmer, Dist. Ajmer",Ajmer,Private,9116010918,khrc.bloodbank@gmail.com,StockCamps
4010,Rajasthan,Nagaur Blood Centre,"Khasra No.. 385,Ground Floor,Water Box Churaha, Behind Heera Bal Market,Naugaur, Nagaur, Dist. Nagaur",Nagaur,Charitable/Vol,7790934209,nagaurbloodcentre@gmail.com,StockCamps
4011,Rajasthan,Nahar Blood Centre,"NAHAR HOSPITAL,NEAR KIRTI STAMBH, jalor, Dist. Jalor",Jalor,Private,9352827132,bloodcentre@naharhospital.com,StockCamps
4012,Rajasthan,Narayana Hrudayalaya Pvt. Ltd.,"Sector-28, Pratap Nagar, Sanganer, Jaipur, Dist. Jaipur",Jaipur,Private,8005650792,sharmagautam3311@gmail.com,StockCamps
4013,Rajasthan,National Institute Of Medical Sciences (Medical College And Hospital),"Shobhaa Nagar, Jaipur, Dist. Jaipur",Jaipur,Private,7985831823,bloodbanknims70@gmail.com,StockCamps
4014,Rajasthan,Navjeevan Blood Centre,"RAG Hospital,Lower Ground,Shipra Path,Mansarovar,Jaipur, Jaipur, Dist. Jaipur",Jaipur,Private,9414371558,navjeevanblood@gmail.com,StockCamps
4015,Rajasthan,"New Hospital Medical College, Kota","NHMC, Govt. new medical college and hospital,Rangbadi road,Kota Rajasthan, Kota, Dist. Kota",Kota,Govt.,9413350422,nhmcbloodbank@gmail.com,StockCamps
4016,Rajasthan,Nirodham Jankalyan Sewa Sansthan Blood Bank Njss Blood Bank,"Khasra No.634 Regd. Pata No 28 , Near Bus Stand Aklera Jhalawar, Aklera, Dist. Jhalawar",Jhalawar,Charitable/Vol,9414193624,njssbbaklera@gmail.com,StockCamps
4017,Rajasthan,Nohar Blood Centre,"PLOT NO 319 GROUND FLOOR SECTOR -7 NOHAR , DISTRICT HANUMANGARH, NOHAR, Dist. Hanumangarh",Hanumangarh,Charitable/Vol,9017921023,noharbloodcentre01@gmail.com,StockCamps
4018,Rajasthan,North Western Railway Hospital,"Beawar Road, Ajmer, Dist. Ajmer",Ajmer,Govt.,9001196533,Pathlabnwrajmer@gmail.com,StockCamps
4019,Rajasthan,"North Western Railway, Jaipur","""North Western Railway, Jaipur "", Jaipur, Dist. Jaipur",Jaipur,Govt.,8448495561,rvmeena1979@gmail.com,StockCamps
4020,Rajasthan,Pacific Institute Of Medicial Sciences,"Ambua Road, Village Umarda, Girwa, Udaipur, Udaipur, Dist. Udaipur",Udaipur,Private,7023311796,bloodbank@pacificmedicalsciences.ac.in,StockCamps
4021,Rajasthan,Pacific Medical College And Hospital,"Bhilon Ka Bedla, Pratappura, pacific medical college and hospital bhillon ka bedla,udaipur , Udaipur, Dist. Udaipur",Udaipur,Private,9413811550,pmch.bloodbank@gmail.com,StockCamps
4022,Rajasthan,Paras Blood Center Charitable Trust Jodhpur,"733, 1st C Road, Sardarpura, Jodhpur, Near Mahaveer Complex, Tar Ghar Jodhpur , Jodhpur, Dist. Jodhpur",Jodhpur,Charitable/Vol,9530251816,kanudeviparasmalmehta@gmail.com,StockCamps
4023,Rajasthan,Park Hospital Blood Centre ( A Unit Of Kailash Super Speciality Hospital Pvt. Ltd. ),"NH-48, Delhi Jaipur highway, Behror, Alwar(Rajasthan), BEHROR, Behror, Dist. Alwar",Alwar,Private,9352764612,anandsharma3252@gmail.com,StockCamps
4024,Rajasthan,Parth Blood Centre,"Second Basement of Amar Medical,Research Centre Hospital, Sec.3,Kiran Path,Mansarovar,Jaipur, Jaipur, Dist. Jaipur",Jaipur,Private,8306462067,Parthbloodcentre2856@gmail.com,StockCamps
4025,Rajasthan,Parth Blood Centre,"Inside Agarwal Hospital,3rd Floor,, Park Plaza city,Sawaimadhopur Road,Tonk., Tonk, Dist. Tonk",Tonk,Private,8852992415,,StockCamps
